"db_ref","process_id","year","donorcode","donorname","agencycode","agencyname","crsid","projectnumber","initialreport","recipientcode","recipientname","regioncode","regionname","incomegroupcode","incomegroupname","flowcode","flowname","bi_multi","category","finance_t","aid_t","usd_commitment","usd_disbursement","usd_received","usd_commitment_defl","usd_disbursement_defl","usd_received_defl","usd_adjustment","usd_adjustment_defl","usd_amountuntied","usd_amountpartialtied","usd_amounttied","usd_amountuntied_defl","usd_amountpartialtied_defl","usd_amounttied_defl","usd_irtc","usd_expert_commitment","usd_expert_extended","usd_export_credit","currencycode","commitment_national","disbursement_national","grantequiv","usd_grantequiv","shortdescription","projecttitle","purposecode","purposename","sectorcode","sectorname","channelcode","channelname","channelreportedname","parentchannelcode","geography","expectedstartdate","completiondate","longdescription","sdgfocus","keywords","gender","environment","pdgg","trade","rmnch","drr","nutrition","disability","ftc","pba","investmentproject","assocfinance","biodiversity","climatemitigation","climateadaptation","desertification","commitmentdate","typerepayment","numberrepayment","interest1","interest2","repaydate1","repaydate2","usd_interest","usd_outstanding","usd_arrears_principal","usd_arrears_interest","capitalexpend","psiflag","psiaddtype","psiaddassess","psiadddevobj","ldcflag","ldcflagname","source"
"df_820",1904,2006,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2006003414","ST0609016",1,236,"Benin",10003,"South of Sahara",10016,"LDCs",11,"ODA Grants",1,10,110,"",0.04585,0.04585,0,0.051712,0.051712,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0.04585,0.04585,NA,NA,"STATISTICAL INFORMATION SYSTEMS FOR SUSTAINABLE DEVELOPMENT","Statistical Information Systems for Sustainable Development",15110,"Public sector policy and administrative management",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector",10000,"","","","Statistical Information Systems for Sustainable Development",NA,NA,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-12-31",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_914",2103,2006,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2006003427","ST0609248",1,249,"Lesotho",10003,"South of Sahara",10016,"LDCs",11,"ODA Grants",1,10,110,"",0.0244,0.0244,0,0.02752,0.02752,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0.0244,0.0244,NA,NA,"STATISTICAL INFORMATION SYSTEMS FOR SUSTAINABLE DEVELOPMENT","Statistical Information Systems for Sustainable Development",15110,"Public sector policy and administrative management",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector",10000,"","","","Statistical Information Systems for Sustainable Development",NA,NA,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-12-31",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_915",2104,2006,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2006003428","ST0609255",1,280,"Eswatini",10003,"South of Sahara",10018,"LMICs",11,"ODA Grants",1,10,110,"",0.01112,0.01112,0,0.012542,0.012542,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0.01112,0.01112,NA,NA,"STATISTICAL INFORMATION SYSTEMS FOR SUSTAINABLE DEVELOPMENT","Statistical Information Systems for Sustainable Development",15110,"Public sector policy and administrative management",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector",10000,"","","","Statistical Information Systems for Sustainable Development",NA,NA,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-12-31",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_923",2144,2006,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2006003429","ST0609263",1,218,"South Africa",10003,"South of Sahara",10019,"UMICs",11,"ODA Grants",1,10,110,"",0.04551,0.04551,0,0.051329,0.051329,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0.04551,0.04551,NA,NA,"STATISTICAL INFORMATION SYSTEMS FOR SUSTAINABLE DEVELOPMENT","Statistical Information Systems for Sustainable Development",15110,"Public sector policy and administrative management",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector",10000,"","","","Statistical Information Systems for Sustainable Development",NA,NA,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-12-31",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_1282",2843,2006,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2006003402","ST0608794",1,289,"South of Sahara, regional",10003,"South of Sahara",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"",0.226,0.226,0,0.254896,0.254896,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0.226,0.226,NA,NA,"STATISTICAL INFORMATION SYSTEMS FOR SUSTAINABLE DEVELOPMENT","Statistical Information Systems for Sustainable Development",15110,"Public sector policy and administrative management",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector",10000,"","","","Statistical Information Systems for Sustainable Development",NA,NA,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-12-31",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_1576",3637,2006,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2006000415","199865635",3,612,"Georgia",10009,"South & Central Asia",10018,"LMICs",13,"ODA Loans",1,10,421,"C01",0,1.29981,0,0,1.466003,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0,1.29981,NA,NA,"EINF.VON KATASTER U. GRUNDBUCH","Einf.von Kataster u. Grundbuch",15110,"Public sector policy and administrative management",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","public sector",10000,"","2000-06-20","2003-06-20","Einf.von Kataster u. Grundbuch",NA,NA,0,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,0,"1999-10-07",1,2,"750",0,"2009-12-30","2039-06-30",0.007,17.75778,0,0,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_1913",4599,2006,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2006000427","200265991",3,612,"Georgia",10009,"South & Central Asia",10018,"LMICs",13,"ODA Loans",1,10,421,"C01",0,0.80382,0,0,0.906596,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0,0.80382,NA,NA,"EINFÜHR. KATASTER, GRUNDBUCH","Einführ. Kataster, Grundbuch",15110,"Public sector policy and administrative management",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","public sector",10000,"","2002-01-09","2006-12-29","Einführ. Kataster, Grundbuch",NA,NA,0,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,0,"2003-12-19",1,2,"750",0,"2013-12-30","2043-06-30",0.03041,4.31895,0,0,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_1914",4600,2006,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2006000426","200265991",3,612,"Georgia",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.90167,0,0,1.016957,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0,0.90167,NA,NA,"EINFÜHR. KATASTER, GRUNDBUCH","Einführ. Kataster, Grundbuch",15110,"Public sector policy and administrative management",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","public sector",10000,"","2002-01-09","2006-12-29","Einführ. Kataster, Grundbuch",NA,NA,0,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,0,"2003-12-19",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_2594",7629,2006,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2006003426","ST0609222",1,253,"Malawi",10003,"South of Sahara",10016,"LDCs",11,"ODA Grants",1,10,110,"",0.03446,0.03446,0,0.038866,0.038866,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0.03446,0.03446,NA,NA,"STATISTICAL INFORMATION SYSTEMS FOR SUSTAINABLE DEVELOPMENT","Statistical Information Systems for Sustainable Development",15110,"Public sector policy and administrative management",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector",10000,"","","","Statistical Information Systems for Sustainable Development",NA,NA,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-12-31",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_2635",7683,2006,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2006003709","ST0609230",1,253,"Malawi",10003,"South of Sahara",10016,"LDCs",11,"ODA Grants",1,10,110,"",0.03897,0.03897,0,0.043953,0.043953,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0.03897,0.03897,NA,NA,"STATISTICAL INFORMATION SYSTEMS FOR SUSTAINABLE DEVELOPMENT","Statistical Information Systems for Sustainable Development",15160,"Human rights",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector",10000,"","","","Statistical Information Systems for Sustainable Development",NA,NA,0,0,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-12-31",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_2636",7684,2006,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2006003710","ST0609370",1,550,"West Bank and Gaza Strip",10011,"Middle East",10018,"LMICs",11,"ODA Grants",1,10,110,"",0.01948,0.01948,0,0.021971,0.021971,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0.01948,0.01948,NA,NA,"STATISTICAL INFORMATION SYSTEMS FOR SUSTAINABLE DEVELOPMENT","Statistical Information Systems for Sustainable Development",15160,"Human rights",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector",10000,"","","","Statistical Information Systems for Sustainable Development",NA,NA,0,0,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-12-31",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_2762",7861,2006,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2006003700","ST0608919",1,240,"Gambia",10003,"South of Sahara",10016,"LDCs",11,"ODA Grants",1,10,110,"",0.01948,0.01948,0,0.021971,0.021971,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0.01948,0.01948,NA,NA,"STATISTICAL INFORMATION SYSTEMS FOR SUSTAINABLE DEVELOPMENT","Statistical Information Systems for Sustainable Development",15160,"Human rights",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector",10000,"","","","Statistical Information Systems for Sustainable Development",NA,NA,0,0,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-12-31",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_2763",7862,2006,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2006003701","ST0608943",1,272,"Sierra Leone",10003,"South of Sahara",10016,"LDCs",11,"ODA Grants",1,10,110,"",0.01948,0.01948,0,0.021971,0.021971,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0.01948,0.01948,NA,NA,"STATISTICAL INFORMATION SYSTEMS FOR SUSTAINABLE DEVELOPMENT","Statistical Information Systems for Sustainable Development",15160,"Human rights",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector",10000,"","","","Statistical Information Systems for Sustainable Development",NA,NA,0,0,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-12-31",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_2764",7863,2006,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2006003703","ST0608992",1,241,"Ghana",10003,"South of Sahara",10018,"LMICs",11,"ODA Grants",1,10,110,"",0.03897,0.03897,0,0.043953,0.043953,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0.03897,0.03897,NA,NA,"STATISTICAL INFORMATION SYSTEMS FOR SUSTAINABLE DEVELOPMENT","Statistical Information Systems for Sustainable Development",15160,"Human rights",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector",10000,"","","","Statistical Information Systems for Sustainable Development",NA,NA,0,0,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-12-31",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_2765",7864,2006,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2006003704","ST0609032",1,261,"Nigeria",10003,"South of Sahara",10018,"LMICs",11,"ODA Grants",1,10,110,"",0.01948,0.01948,0,0.021971,0.021971,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0.01948,0.01948,NA,NA,"STATISTICAL INFORMATION SYSTEMS FOR SUSTAINABLE DEVELOPMENT","Statistical Information Systems for Sustainable Development",15160,"Human rights",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector",10000,"","","","Statistical Information Systems for Sustainable Development",NA,NA,0,0,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-12-31",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_2768",7868,2006,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2006003705","ST0609065",1,235,"Democratic Republic of the Congo",10003,"South of Sahara",10016,"LDCs",11,"ODA Grants",1,10,110,"",0.01948,0.01948,0,0.021971,0.021971,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0.01948,0.01948,NA,NA,"STATISTICAL INFORMATION SYSTEMS FOR SUSTAINABLE DEVELOPMENT","Statistical Information Systems for Sustainable Development",15160,"Human rights",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector",10000,"","","","Statistical Information Systems for Sustainable Development",NA,NA,0,0,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-12-31",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_3092",8266,2006,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2006003406","ST0608885",1,260,"Niger",10003,"South of Sahara",10016,"LDCs",11,"ODA Grants",1,10,110,"",0.01736,0.01736,0,0.01958,0.01958,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0.01736,0.01736,NA,NA,"STATISTICAL INFORMATION SYSTEMS FOR SUSTAINABLE DEVELOPMENT","Statistical Information Systems for Sustainable Development",15110,"Public sector policy and administrative management",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector",10000,"","","","Statistical Information Systems for Sustainable Development",NA,NA,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-12-31",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_3222",8402,2006,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2006003596","ST0609271",1,9998,"Bilateral, unspecified",15006,"Regional and Unspecified",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"",0.00247,0.00247,0,0.002786,0.002786,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0.00247,0.00247,NA,NA,"STATISTICAL INFORMATION SYSTEMS FOR SUSTAINABLE DEVELOPMENT","Statistical Information Systems for Sustainable Development",15110,"Public sector policy and administrative management",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector",10000,"","","","Statistical Information Systems for Sustainable Development",NA,NA,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-12-31",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_3223",8403,2006,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2006003597","ST0609289",1,9998,"Bilateral, unspecified",15006,"Regional and Unspecified",10024,"Part I unallocated by income",11,"ODA Grants",1,10,110,"",0.00247,0.00247,0,0.002786,0.002786,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0.00247,0.00247,NA,NA,"STATISTICAL INFORMATION SYSTEMS FOR SUSTAINABLE DEVELOPMENT","Statistical Information Systems for Sustainable Development",15110,"Public sector policy and administrative management",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector",10000,"","","","Statistical Information Systems for Sustainable Development",NA,NA,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-12-31",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_3227",8410,2006,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2006003599","ST0609305",1,434,"Chile",10006,"South America",10025,"MADCTs",11,"ODA Grants",1,10,110,"",0.00247,0.00247,0,0.002786,0.002786,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0.00247,0.00247,NA,NA,"STATISTICAL INFORMATION SYSTEMS FOR SUSTAINABLE DEVELOPMENT","Statistical Information Systems for Sustainable Development",15110,"Public sector policy and administrative management",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector",10000,"","","","Statistical Information Systems for Sustainable Development",NA,NA,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-12-31",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_3228",8411,2006,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2006003600","ST0609321",1,666,"Bangladesh",10009,"South & Central Asia",10016,"LDCs",11,"ODA Grants",1,10,110,"",0.00247,0.00247,0,0.002786,0.002786,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0.00247,0.00247,NA,NA,"STATISTICAL INFORMATION SYSTEMS FOR SUSTAINABLE DEVELOPMENT","Statistical Information Systems for Sustainable Development",15110,"Public sector policy and administrative management",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector",10000,"","","","Statistical Information Systems for Sustainable Development",NA,NA,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-12-31",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_3357",8588,2006,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2006003592","ST0609040",1,229,"Cameroon",10003,"South of Sahara",10018,"LMICs",11,"ODA Grants",1,10,110,"",0.00247,0.00247,0,0.002786,0.002786,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0.00247,0.00247,NA,NA,"STATISTICAL INFORMATION SYSTEMS FOR SUSTAINABLE DEVELOPMENT","Statistical Information Systems for Sustainable Development",15110,"Public sector policy and administrative management",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector",10000,"","","","Statistical Information Systems for Sustainable Development",NA,NA,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-12-31",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_3358",8589,2006,5,"Germany",1,"Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung","2006003593","ST0609099",1,275,"Namibia",10003,"South of Sahara",10019,"UMICs",11,"ODA Grants",1,10,110,"",0.00247,0.00247,0,0.002786,0.002786,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0.00247,0.00247,NA,NA,"STATISTICAL INFORMATION SYSTEMS FOR SUSTAINABLE DEVELOPMENT","Statistical Information Systems for Sustainable Development",15110,"Public sector policy and administrative management",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","Public sector",10000,"","","","Statistical Information Systems for Sustainable Development",NA,NA,0,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-12-31",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_5083",10451,2006,5,"Germany",52,"Deutsche Gesellschaft für Internationale Zusammenarbeit","2006006846","200224733",1,730,"China (People's Republic of)",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"",0,0.45894,0,0,0.51762,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0,0.45894,NA,NA,"MONITORING AND MANAGEMENT INFORMATION SYSTEM FOR THE THREE-NORTH SHELTER","Monitoring and management information system for the Three-North Shelterbelt programme",31210,"Forestry policy and administrative management",312,"III.1.b. Forestry",10000,"Public Sector Institutions","Public sector",10000,"","","","Monitoring and management information system for the Three-North Shelterbelt programme",NA,NA,0,2,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-12-31",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_6594",12788,2006,5,"Germany",16,"Federal Ministries","2006010916","CHB06",1,730,"China (People's Republic of)",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"",0.15062,0.13154,0,0.169878,0.148359,0,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,302,0.15062,0.13154,NA,NA,"BILATERAL CO-OPERATION IN OFFICIAL STATISTICS WITH PR OF CHINA","Bilateral co-operation in official statistics with PR of China",16062,"Statistical capacity building",160,"I.6. Other Social Infrastructure & Services",10000,"Public Sector Institutions","Public sector",10000,"","2006-01-01","2006-12-31","Bilateral co-operation in official statistics with PR of China",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"2006-12-31",NA,NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Purpose code: statistical capacity building"
"df_8421",98355,2007,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2007000541","199865635",3,612,"Georgia",10009,"South & Central Asia",10018,"LMICs",13,"ODA Loans",1,10,421,"C01",0,1.133881,0,0,1.152261,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,302,0,1.133881,NA,NA,"GOVERNMENT ADMINISTRATION","Einf.von Kataster u. Grundbuch",15110,"Public sector policy and administrative management",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","KfW",10000,"","2000-03-01","2008-02-28","Einf.von Kataster u. Grundbuch",NA,NA,0,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,0,"1999-10-07",1,2,"750",0,"2009-12-30","2039-06-30",0.151392,20.500926,0,0,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_8535",98737,2007,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2007000548","200265991",3,612,"Georgia",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.369649,0,0,0.375641,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,302,0,0.369649,NA,NA,"GOVERNMENT ADMINISTRATION","Einführ. Kataster, Grundbuch",15110,"Public sector policy and administrative management",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","KfW",10000,"","2002-10-01","2008-01-17","Einführ. Kataster, Grundbuch",NA,NA,0,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,0,"2003-12-19",NA,NA,"0",0,"","",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Text mining"
"df_8537",98742,2007,5,"Germany",2,"Kreditanstalt für Wiederaufbau","2007000549","200265991",3,612,"Georgia",10009,"South & Central Asia",10018,"LMICs",13,"ODA Loans",1,10,421,"C01",0,0.175173,0,0,0.178012,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,302,0,0.175173,NA,NA,"GOVERNMENT ADMINISTRATION","Einführ. Kataster, Grundbuch",15110,"Public sector policy and administrative management",151,"I.5.a. Government & Civil Society-general",10000,"Public Sector Institutions","KfW",10000,"","2002-10-01","2008-01-17","Einführ. Kataster, Grundbuch",NA,NA,0,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,0,"2003-12-19",1,2,"750",0,"2013-12-30","2043-06-30",0.036157,4.885514,0,0,NA,NA,NA,NA,NA,NA,NA,"Text mining"
