commitmentdate,donorname_survey,projecttitle,recipientname,nsds,role,collaborators,csa,support_type,usd_costestimate,usd_commitment,isocode,recipientcode,regionid,regionname,iso3n,recipientname,source,db_ref,usd_disbursement
2017,International Monetary Fund - IMF,Kiribati - Technical Assistance during FY 2018,Kiribati,Yes,Lead donor,NA,2.6; 2.5; 2.2; ,"Technical assistance (technical expertise, consultant services)","54,949",54949,KIR,836,12,Oceania,296,Kiribati,survey,imf_92_2018_Kiribati,54949
2017,International Monetary Fund - IMF,Kosovo - Technical Assistance during FY 2018,NA,Yes,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.4.7; ,"Technical assistance (technical expertise, consultant services)","53,653",53653,NA,NA,NA,NA,NA,NA,survey,imf_93_2018_NA,53653
2017,International Monetary Fund - IMF,Kuwait - Technical Assistance during FY 2018,Kuwait,Yes,Lead donor,NA,2.5; 2.4.7; ,"Technical assistance (technical expertise, consultant services)","28,899",28899,KWT,552,11,Middle East,414,Kuwait,survey,imf_94_2018_Kuwait,28899
2017,International Monetary Fund - IMF,Kyrgyz Republic - Technical Assistance during FY 2018,Kyrgyzstan,Yes,Lead donor,NA,2.5; 2.2; 2.4.7; ,"Technical assistance (technical expertise, consultant services)","72,848",72848,KGZ,614,17,Central Asia,417,Kyrgyzstan,survey,imf_95_2018_Kyrgyzstan,72848
2017,International Monetary Fund - IMF,Lao People's Democratic Republ - Technical Assistance during FY 2018,Lao People's Democratic Republic,Yes,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; 2.7; ,"Technical assistance (technical expertise, consultant services)","119,965",119965,LAO,745,18,South East Asia,418,Lao People's Democratic Republic,survey,imf_96_2018_Lao People's Democratic Republic,119965
2017,International Monetary Fund - IMF,Lebanon - Technical Assistance during FY 2018,Lebanon,Yes,Lead donor,NA,2.2; 2.4.7; 2.7; ,"Technical assistance (technical expertise, consultant services)","46,830",46830,LBN,555,11,Middle East,422,Lebanon,survey,imf_97_2018_Lebanon,46830
2017,International Monetary Fund - IMF,Lesotho - Technical Assistance during FY 2018,Lesotho,Yes,Lead donor,NA,2.5; 2.2; 2.7; ,"Technical assistance (technical expertise, consultant services)","67,617",67617,LSO,249,4,Sub-Saharan Africa,426,Lesotho,survey,imf_98_2018_Lesotho,67617
2017,International Monetary Fund - IMF,Liberia - Technical Assistance during FY 2018,Liberia,Yes,Lead donor,NA,2.6; 2.5; 2.2; 2.7; ,"Technical assistance (technical expertise, consultant services)","141,755",141755,LBR,251,4,Sub-Saharan Africa,430,Liberia,survey,imf_99_2018_Liberia,141755
2017,International Monetary Fund - IMF,Libya - Technical Assistance during FY 2018,Libya,Yes,Lead donor,NA,2.2; 2.4.7; 2.7; ,"Technical assistance (technical expertise, consultant services)","21,119",21119,LBY,133,3,North of Sahara,434,Libya,survey,imf_100_2018_Libya,21119
2017,International Monetary Fund - IMF,Madagascar - Technical Assistance during FY 2018,Madagascar,Yes,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.7; ,"Technical assistance (technical expertise, consultant services)","130,685",130685,MDG,252,4,Sub-Saharan Africa,450,Madagascar,survey,imf_101_2018_Madagascar,130685
2017,International Monetary Fund - IMF,Malawi - Technical Assistance during FY 2018,Malawi,Yes,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.4.7; 2.7; ,"Technical assistance (technical expertise, consultant services)","188,290",188290,MWI,253,4,Sub-Saharan Africa,454,Malawi,survey,imf_102_2018_Malawi,188290
2017,International Monetary Fund - IMF,Malaysia - Technical Assistance during FY 2018,Malaysia,Yes,Lead donor,NA,2.5; ,"Technical assistance (technical expertise, consultant services)","13,380",13380,MYS,751,18,South East Asia,458,Malaysia,survey,imf_103_2018_Malaysia,13380
2017,International Monetary Fund - IMF,Maldives - Technical Assistance during FY 2018,Maldives,Yes,Lead donor,NA,2.6; 2.5; 2.2; 2.7; ,"Technical assistance (technical expertise, consultant services)","99,455",99455,MDV,655,10,South Asia,462,Maldives,survey,imf_104_2018_Maldives,99455
2017,International Monetary Fund - IMF,Mali - Technical Assistance during FY 2018,Mali,Yes,Lead donor,NA,2.6; 2.5; 2.2; ,"Technical assistance (technical expertise, consultant services)","65,872",65872,MLI,255,4,Sub-Saharan Africa,466,Mali,survey,imf_105_2018_Mali,65872
2017,International Monetary Fund - IMF,Marshall Islands - Technical Assistance during FY 2018,Marshall Islands,Yes,Lead donor,NA,2.2; ,"Technical assistance (technical expertise, consultant services)","-49,650",49650,MHL,859,12,Oceania,584,Marshall Islands,survey,imf_106_2018_Marshall Islands,49650
2017,International Monetary Fund - IMF,Mauritania - Technical Assistance during FY 2018,Mauritania,Yes,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; ,"Technical assistance (technical expertise, consultant services)","107,175",107175,MRT,256,4,Sub-Saharan Africa,478,Mauritania,survey,imf_107_2018_Mauritania,107175
2017,International Monetary Fund - IMF,Mauritius - Technical Assistance during FY 2018,Mauritius,Yes,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.7; ,"Technical assistance (technical expertise, consultant services)","112,790",112790,MUS,257,4,Sub-Saharan Africa,480,Mauritius,survey,imf_108_2018_Mauritius,112790
2017,International Monetary Fund - IMF,Mexico - Technical Assistance during FY 2018,Mexico,Yes,Lead donor,NA,2.5; ,"Technical assistance (technical expertise, consultant services)","35,488",35488,MEX,358,16,Central America,484,Mexico,survey,imf_109_2018_Mexico,35488
2017,International Monetary Fund - IMF,"Micronesia,Federated States Of - Technical Assistance during FY 2018",Micronesia (Federated States of),Yes,Lead donor,NA,2.6; 4.5; 2.5; 2.2; 2.4.7; ,"Technical assistance (technical expertise, consultant services)","73,175",73175,FSM,860,12,Oceania,583,Micronesia (Federated States of),survey,imf_110_2018_Micronesia (Federated States of),73175
2017,International Monetary Fund - IMF,Moldova - Technical Assistance during FY 2018,Moldova (Republic of),Yes,Lead donor,NA,2.5; 2.2; 2.4.7; 2.7; ,"Technical assistance (technical expertise, consultant services)","48,411",48411,MDA,93,103,Eastern Europe,498,Moldova (Republic of),survey,imf_111_2018_Moldova (Republic of),48411
2017,International Monetary Fund - IMF,Mongolia - Technical Assistance during FY 2018,Mongolia,Yes,Lead donor,NA,4.5; 2.4.7; ,"Technical assistance (technical expertise, consultant services)","32,679",32679,MNG,753,9,East Asia,496,Mongolia,survey,imf_112_2018_Mongolia,32679
2017,International Monetary Fund - IMF,Montenegro - Technical Assistance during FY 2018,Montenegro,Yes,Lead donor,NA,2.6; 4.5; 2.5; 2.4.6; 2.2; ,"Technical assistance (technical expertise, consultant services)","200,980",200980,MNE,65,103,Eastern Europe,499,Montenegro,survey,imf_113_2018_Montenegro,200980
2017,International Monetary Fund - IMF,Montserrat - Technical Assistance during FY 2018,Montserrat,Yes,Lead donor,NA,2.2; ,"Technical assistance (technical expertise, consultant services)","8,656",8656,MSR,385,15,Caribbean,500,Montserrat,survey,imf_114_2018_Montserrat,8656
2017,International Monetary Fund - IMF,Morocco - Technical Assistance during FY 2018,Morocco,Yes,Lead donor,NA,2.5; 2.4.6; 2.2; 2.4.7; ,"Technical assistance (technical expertise, consultant services)","207,249",207249,MAR,136,3,North of Sahara,504,Morocco,survey,imf_115_2018_Morocco,207249
2017,International Monetary Fund - IMF,"Mozambique, Republic Of - Technical Assistance during FY 2018",Mozambique,Yes,Lead donor,NA,2.5; 2.2; ,"Technical assistance (technical expertise, consultant services)","55,056",55056,MOZ,259,4,Sub-Saharan Africa,508,Mozambique,survey,imf_116_2018_Mozambique,55056
2017,International Monetary Fund - IMF,"Myanmar, Union Of - Technical Assistance during FY 2018",Myanmar,Yes,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; 2.7; ,"Technical assistance (technical expertise, consultant services)","199,507",199507,MMR,635,18,South East Asia,104,Myanmar,survey,imf_117_2018_Myanmar,199507
2017,International Monetary Fund - IMF,Namibia - Technical Assistance during FY 2018,Namibia,Yes,Lead donor,NA,2.6; 2.5; 2.2; 2.7; ,"Technical assistance (technical expertise, consultant services)","118,490",118490,NAM,275,4,Sub-Saharan Africa,516,Namibia,survey,imf_118_2018_Namibia,118490
2017,International Monetary Fund - IMF,Nauru - Technical Assistance during FY 2018,Nauru,Yes,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; ,"Technical assistance (technical expertise, consultant services)","57,038",57038,NRU,845,12,Oceania,520,Nauru,survey,imf_119_2018_Nauru,57038
2017,International Monetary Fund - IMF,Nepal - Technical Assistance during FY 2018,Nepal,Yes,Lead donor,NA,2.4.6; ,"Technical assistance (technical expertise, consultant services)","18,085",18085,NPL,660,10,South Asia,524,Nepal,survey,imf_120_2018_Nepal,18085
2017,International Monetary Fund - IMF,Nicaragua - Technical Assistance during FY 2018,Nicaragua,Yes,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; ,"Technical assistance (technical expertise, consultant services)","90,025",90025,NIC,364,16,Central America,558,Nicaragua,survey,imf_121_2018_Nicaragua,90025
2017,International Monetary Fund - IMF,Niger - Technical Assistance during FY 2018,Niger,Yes,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.4.7; ,"Technical assistance (technical expertise, consultant services)","102,921",102921,NER,260,4,Sub-Saharan Africa,562,Niger,survey,imf_122_2018_Niger,102921
2017,International Monetary Fund - IMF,Nigeria - Technical Assistance during FY 2018,Nigeria,Yes,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.7; ,"Technical assistance (technical expertise, consultant services)","307,284",307284,NGA,261,4,Sub-Saharan Africa,566,Nigeria,survey,imf_123_2018_Nigeria,307284
2017,International Monetary Fund - IMF,Niue - Technical Assistance during FY 2018,Niue,Yes,Lead donor,NA,2.5; 2.2; ,"Technical assistance (technical expertise, consultant services)","73,975",73975,NIU,856,12,Oceania,570,Niue,survey,imf_124_2018_Niue,73975
2017,International Monetary Fund - IMF,Oman - Technical Assistance during FY 2018,Oman,Yes,Lead donor,NA,4.5; 2.4.7; ,"Technical assistance (technical expertise, consultant services)","27,130",27130,OMN,558,11,Middle East,512,Oman,survey,imf_125_2018_Oman,27130
2017,International Monetary Fund - IMF,Panama - Technical Assistance during FY 2018,Panama,Yes,Lead donor,NA,2.6; 2.5; 2.2; ,"Technical assistance (technical expertise, consultant services)","65,619",65619,PAN,366,16,Central America,591,Panama,survey,imf_126_2018_Panama,65619
2017,International Monetary Fund - IMF,Papua New Guinea - Technical Assistance during FY 2018,Papua New Guinea,Yes,Lead donor,NA,2.6; 2.5; 2.2; ,"Technical assistance (technical expertise, consultant services)","43,230",43230,PNG,862,12,Oceania,598,Papua New Guinea,survey,imf_127_2018_Papua New Guinea,43230
2017,International Monetary Fund - IMF,Paraguay - Technical Assistance during FY 2018,Paraguay,Yes,Lead donor,NA,2.6; 2.4.6; 2.2; 2.4.7; 2.7; ,"Technical assistance (technical expertise, consultant services)","63,395",63395,PRY,451,7,South America,600,Paraguay,survey,imf_128_2018_Paraguay,63395
2017,International Monetary Fund - IMF,Peru - Technical Assistance during FY 2018,Peru,Yes,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; 2.4.7; 2.7; ,"Technical assistance (technical expertise, consultant services)","222,427",222427,PER,454,7,South America,604,Peru,survey,imf_129_2018_Peru,222427
2017,International Monetary Fund - IMF,Philippines - Technical Assistance during FY 2018,Philippines,Yes,Lead donor,NA,2.5; 2.4.6; 2.2; 2.7; ,"Technical assistance (technical expertise, consultant services)","111,453",111453,PHL,755,18,South East Asia,608,Philippines,survey,imf_130_2018_Philippines,111453
2017,International Monetary Fund - IMF,Qatar - Technical Assistance during FY 2018,Qatar,Yes,Lead donor,NA,2.6; 2.2; ,"Technical assistance (technical expertise, consultant services)","53,904",53904,QAT,561,11,Middle East,634,Qatar,survey,imf_131_2018_Qatar,53904
2017,International Monetary Fund - IMF,Republic of North Macedonia - Technical Assistance during FY 2018,Former Yugoslav Republic of Macedonia,Yes,Lead donor,NA,2.6; 2.5; 2.2; ,"Technical assistance (technical expertise, consultant services)","58,652",58652,MKD,66,103,Eastern Europe,807,Former Yugoslav Republic of Macedonia,survey,imf_132_2018_Former Yugoslav Republic of Macedonia,58652
2017,International Monetary Fund - IMF,Rwanda - Technical Assistance during FY 2018,Rwanda,Yes,Lead donor,NA,2.6; 4.5; 2.5; 2.2; 2.4.7; ,"Technical assistance (technical expertise, consultant services)","144,254",144254,RWA,266,4,Sub-Saharan Africa,646,Rwanda,survey,imf_133_2018_Rwanda,144254
2017,International Monetary Fund - IMF,Samoa - Technical Assistance during FY 2018,Samoa,Yes,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; ,"Technical assistance (technical expertise, consultant services)","78,666",78666,WSM,880,12,Oceania,882,Samoa,survey,imf_134_2018_Samoa,78666
2017,International Monetary Fund - IMF,Sao Tome And Principe - Technical Assistance during FY 2018,Sao Tome and Principe,Yes,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; 2.7; ,"Technical assistance (technical expertise, consultant services)","79,583",79583,STP,268,4,Sub-Saharan Africa,678,Sao Tome and Principe,survey,imf_135_2018_Sao Tome and Principe,79583
2017,International Monetary Fund - IMF,Saudi Arabia - Technical Assistance during FY 2018,Saudi Arabia,Yes,Lead donor,NA,2.6; 2.5; ,"Technical assistance (technical expertise, consultant services)","89,899",89899,SAU,566,11,Middle East,682,Saudi Arabia,survey,imf_136_2018_Saudi Arabia,89899
2017,International Monetary Fund - IMF,Senegal - Technical Assistance during FY 2018,Senegal,Yes,Lead donor,NA,2.6; 2.5; 2.4.6; 2.2; ,"Technical assistance (technical expertise, consultant services)","180,538",180538,SEN,269,4,Sub-Saharan Africa,686,Senegal,survey,imf_137_2018_Senegal,180538
2017,International Monetary Fund - IMF,Serbia - Technical Assistance during FY 2018,Serbia,Yes,Lead donor,NA,4.5; 2.5; 2.2; 2.4.7; ,"Technical assistance (technical expertise, consultant services)","105,454",105454,SRB,63,103,Eastern Europe,688,Serbia,survey,imf_138_2018_Serbia,105454
2017,International Monetary Fund - IMF,Seychelles - Technical Assistance during FY 2018,Seychelles,Yes,Lead donor,NA,2.6; 2.5; 2.2; 2.7; ,"Technical assistance (technical expertise, consultant services)","81,636",81636,SYC,270,4,Sub-Saharan Africa,690,Seychelles,survey,imf_139_2018_Seychelles,81636
2017,International Monetary Fund - IMF,Sierra Leone - Technical Assistance during FY 2018,Sierra Leone,Yes,Lead donor,NA,2.6; 2.5; 2.2; 2.7; ,"Technical assistance (technical expertise, consultant services)","66,204",66204,SLE,272,4,Sub-Saharan Africa,694,Sierra Leone,survey,imf_140_2018_Sierra Leone,66204
2017,International Monetary Fund - IMF,Solomon Islands - Technical Assistance during FY 2018,Solomon Islands,Yes,Lead donor,NA,2.6; 2.5; 2.2; ,"Technical assistance (technical expertise, consultant services)","39,917",39917,SLB,866,12,Oceania,90,Solomon Islands,survey,imf_141_2018_Solomon Islands,39917
2017,International Monetary Fund - IMF,Somalia - Technical Assistance during FY 2018,Somalia,Yes,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; 2.7; ,"Technical assistance (technical expertise, consultant services)","256,361",256361,SOM,273,4,Sub-Saharan Africa,706,Somalia,survey,imf_142_2018_Somalia,256361
2017,International Monetary Fund - IMF,South Africa - Technical Assistance during FY 2018,South Africa,Yes,Lead donor,NA,2.2; 2.4.7; 2.7; ,"Technical assistance (technical expertise, consultant services)","54,246",54246,ZAF,218,4,Sub-Saharan Africa,710,South Africa,survey,imf_143_2018_South Africa,54246
2017,International Monetary Fund - IMF,South Sudan - Technical Assistance during FY 2018,South Sudan,Yes,Lead donor,NA,2.5; 2.4.6; 2.2; 2.4.7; ,"Technical assistance (technical expertise, consultant services)","176,795",176795,SSD,279,4,Sub-Saharan Africa,NA,South Sudan,survey,imf_144_2018_South Sudan,176795
2017,International Monetary Fund - IMF,Sri Lanka - Technical Assistance during FY 2018,Sri Lanka,Yes,Lead donor,NA,2.6; 2.5; 2.2; 2.7; ,"Technical assistance (technical expertise, consultant services)","39,821",39821,LKA,640,10,South Asia,144,Sri Lanka,survey,imf_145_2018_Sri Lanka,39821
2017,International Monetary Fund - IMF,St. Kitts And Nevis - Technical Assistance during FY 2018,Saint Kitts and Nevis,Yes,Lead donor,NA,2.6; 2.5; 2.2; 2.4.7; 2.7; ,"Technical assistance (technical expertise, consultant services)","71,945",71945,KNA,382,15,Caribbean,659,Saint Kitts and Nevis,survey,imf_146_2018_Saint Kitts and Nevis,71945
2017,International Monetary Fund - IMF,St. Lucia - Technical Assistance during FY 2018,Saint Lucia,Yes,Lead donor,NA,2.6; 2.2; 2.4.7; ,"Technical assistance (technical expertise, consultant services)","36,229",36229,LCA,383,15,Caribbean,662,Saint Lucia,survey,imf_147_2018_Saint Lucia,36229
2017,International Monetary Fund - IMF,St. Vincent And The Grenadines - Technical Assistance during FY 2018,Saint Vincent and the Grenadines,Yes,Lead donor,NA,2.6; 2.5; 2.2; ,"Technical assistance (technical expertise, consultant services)","47,242",47242,VCT,384,15,Caribbean,670,Saint Vincent and the Grenadines,survey,imf_148_2018_Saint Vincent and the Grenadines,47242
